"","gameid","time","roundNum","trialType","condition","nameClickedObj","targetStatusClickedObj","spLocsClickedObj","lisLocsClickedObj","basiclevelClickedObj","superdomainClickedObj","alt1Name","alt1TargetStatus","alt1SpLocs","alt1LisLocs","alt1Basiclevel","alt1superdomain","alt2Name","alt2TargetStatus","alt2SpLocs","alt2LisLocs","alt2Basiclevel","alt2superdomain","alt3Name","alt3TargetStatus","alt3SpLocs","alt3LisLocs","alt3Basiclevel","alt3superdomain","alt4Name","alt4TargetStatus","alt4SpLocs","alt4LisLocs","alt4Basiclevel","alt4superdomain","numMessages","numSMessages","numLMessages","speakerMessages","listenerMessages","messageTimeStamps","refExp","sizeMentioned","colorMentioned","typeMentioned","clickedType","clickedSize","clickedColor","column1","column2","column3","column4","column5"
"517","8430-f",1449255143418,13,"subSuperTrial","distr22","daisy","target",2,2,"flower","plant","blackStimulus",NA,1,1,NA,NA,"rosemary","distrClass2",3,4,NA,"plant","blackStimulus",NA,5,5,NA,NA,"grasses","distrClass2",4,3,NA,"plant",1,1,0,"flower","","1449255141842","flower","False","False","False","daisy",NA,NA,"","","","",""
"521","8430-f",1449255161122,17,"subSuperTrial","distr22","hummingBird","target",2,2,"bird","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"horse","distrClass2",3,4,NA,"animal","bison","distrClass2",4,3,NA,"animal",1,1,0,"bird","","1449255159728","bird","False","False","False","hummingBird",NA,NA,"","","","",""
"522","8430-f",1449255165177,18,"subSuperTrial","distr33","dalmatian","target",3,2,"dog","animal","gloves","distrClass3",2,4,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"pretzels","distrClass3",4,3,NA,"snack","blackStimulus",NA,1,1,NA,NA,1,1,0,"dog","","1449255163979","dog","False","False","False","dalmatian",NA,NA,"","","","",""
"523","8430-f",1449255171377,19,"subSuperTrial","distr12","skittles","target",2,2,"candy","snack","candyCorn","distrClass1",4,3,"candy","snack","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"chips","distrClass2",3,4,NA,"snack",1,1,0,"skittles","","1449255169605","skittles","False","False","True","skittles",NA,NA,"","","","",""
"525","8430-f",1449255181075,21,"subSuperTrial","distr23","germanShepherd","target",3,2,"dog","animal","blackStimulus",NA,5,5,NA,NA,"gloves","distrClass3",2,3,NA,"clothing","blackStimulus",NA,1,1,NA,NA,"crocodile","distrClass2",4,4,NA,"animal",1,1,0,"dog","","1449255179181","dog","False","False","False","germanShepherd",NA,NA,"","","","",""
"526","8430-f",1449255185785,22,"subSuperTrial","distr22","tShirt","target",3,4,"shirt","clothing","bathrobe","distrClass2",2,2,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"dress","distrClass2",4,3,NA,"clothing","blackStimulus",NA,1,1,NA,NA,1,1,0,"blue shirt","","1449255184439","blue shirt","False","False","False","tShirt",NA,NA,"","","","",""
"527","8430-f",1449255190090,23,"subSuperTrial","distr22","suv","target",3,4,"car","vehicle","ambulance","distrClass2",2,2,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"firetruck","distrClass2",4,3,NA,"vehicle",1,1,0,"car","","1449255188497","car","False","False","False","suv",NA,NA,"","","","",""
"528","8430-f",1449255215843,24,"subSuperTrial","distr23","sportsCar","target",4,2,"car","vehicle","blackStimulus",NA,5,5,NA,NA,"rhino","distrClass3",3,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,"motorcycle","distrClass2",2,3,NA,"vehicle",1,1,0,"car","","1449255212521","car","False","False","False","sportsCar",NA,NA,"","","","",""
"531","8430-f",1449255233545,27,"subSuperTrial","distr12","rose","target",4,2,"flower","plant","rosemary","distrClass2",3,3,NA,"plant","lily","distrClass1",2,4,"flower","plant","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"rose","","1449255231923","rose","False","False","True","rose",NA,NA,"","","","",""
"532","8430-f",1449255243178,28,"subSuperTrial","distr12","polarBear","target",4,3,"bear","animal","koalaBear","distrClass1",2,4,"bear","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"pig","distrClass2",3,2,NA,"animal",4,3,1,"bear___polar___lol","lol","1449255236402___1449255238617___1449255242586___1449255244156","bear","False","False","False","polarBear",NA,NA,"","","","",""
"535","8430-f",1449255258779,31,"subSuperTrial","distr22","goldFish","target",4,3,"fish","animal","lobster","distrClass2",3,2,NA,"animal","iguana","distrClass2",2,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"fish","","1449255256722","fish","False","False","False","goldFish",NA,NA,"","","","",""
"536","8430-f",1449255264555,32,"subSuperTrial","distr33","gummyBears","target",2,3,"candy","snack","blackStimulus",NA,5,5,NA,NA,"wardrobe","distrClass3",4,2,NA,"furniture","blackStimulus",NA,1,1,NA,NA,"ivy","distrClass3",3,4,NA,"plant",1,1,0,"bears","","1449255262353","bears","False","False","False","gummyBears",NA,NA,"","","","",""
"541","8430-f",1449255289255,37,"subSuperTrial","distr33","coffeeTable","target",3,3,"table","furniture","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"lion","distrClass3",4,4,NA,"animal","pretzels","distrClass3",2,2,NA,"snack",1,1,0,"desk","","1449255287456","desk","False","False","False","coffeeTable",NA,NA,"","","","",""
"543","8430-f",1449255300690,39,"subSuperTrial","distr22","swordFish","target",2,4,"fish","animal","blackStimulus",NA,5,5,NA,NA,"lobster","distrClass2",3,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,"pig","distrClass2",4,2,NA,"animal",1,1,0,"swordfish","","1449255299152","swordfish","False","False","False","swordFish",NA,NA,"","","","",""
"544","8430-f",1449255305346,40,"subSuperTrial","distr23","clownFish","target",2,3,"fish","animal","socks","distrClass3",4,2,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"lobster","distrClass2",3,4,NA,"animal",1,1,0,"fish","","1449255303947","fish","False","False","False","clownFish",NA,NA,"","","","",""
"545","8430-f",1449255310844,41,"subSuperTrial","distr12","mnMs","target",2,2,"candy","snack","blackStimulus",NA,5,5,NA,NA,"pretzels","distrClass2",3,3,NA,"snack","blackStimulus",NA,1,1,NA,NA,"candyCorn","distrClass1",4,4,"candy","snack",1,1,0,"m&ms","","1449255309103","m&ms","False","False","False","mnMs",NA,NA,"","","","",""
"546","8430-f",1449255318183,42,"subSuperTrial","distr12","diningTable","target",4,3,"table","furniture","bookcase","distrClass2",3,4,NA,"furniture","blackStimulus",NA,1,1,NA,NA,"sideTable","distrClass1",2,2,"table","furniture","blackStimulus",NA,5,5,NA,NA,2,2,0,"desk ___long one","","1449255314938___1449255316072","desk ","False","False","False","diningTable",NA,NA,"","","","",""
"550","8430-f",1449255335905,46,"subSuperTrial","distr33","blackBear","target",3,2,"bear","animal","blackStimulus",NA,5,5,NA,NA,"firetruck","distrClass3",4,3,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,"rosemary","distrClass3",2,4,NA,"plant",1,1,0,"bear","","1449255334660","bear","False","False","False","blackBear",NA,NA,"","","","",""
"551","8430-f",1449255340290,47,"subSuperTrial","distr33","bedsideTable","target",4,2,"table","furniture","blackStimulus",NA,5,5,NA,NA,"squirrel","distrClass3",2,3,NA,"animal","elephant","distrClass3",3,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"desk","","1449255338536","desk","False","False","False","bedsideTable",NA,NA,"","","","",""
"553","8430-f",1449255352568,49,"subSuperTrial","distr23","sunflower","target",2,2,"flower","plant","blackStimulus",NA,1,1,NA,NA,"dress","distrClass3",3,3,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"pottedPlant","distrClass2",4,4,NA,"plant",1,1,0,"flower","","1449255350241","flower","False","False","False","sunflower",NA,NA,"","","","",""
"555","8430-f",1449255362889,51,"subSuperTrial","distr22","picnicTable","target",2,3,"table","furniture","bookcase","distrClass2",4,2,NA,"furniture","blackStimulus",NA,1,1,NA,NA,"wardrobe","distrClass2",3,4,NA,"furniture","blackStimulus",NA,5,5,NA,NA,2,2,0,"good job so far!___picnic","","1449255359603___1449255360627","good job so far!","False","False","False","picnicTable",NA,NA,"","","","",""
"556","8430-f",1449255367250,52,"subSuperTrial","distr23","hawaiiShirt","target",2,2,"shirt","clothing","blackStimulus",NA,5,5,NA,NA,"rhino","distrClass3",4,3,NA,"animal","dress","distrClass2",3,4,NA,"clothing","blackStimulus",NA,1,1,NA,NA,1,1,0,"shirt","","1449255365567","shirt","False","False","False","hawaiiShirt",NA,NA,"","","","",""
"560","8430-f",1449255388075,56,"subSuperTrial","distr33","poloShirt","target",2,2,"shirt","clothing","firetruck","distrClass3",3,3,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"pig","distrClass3",4,4,NA,"animal",1,1,0,"shirt","","1449255386508","shirt","False","False","False","poloShirt",NA,NA,"","","","",""
"564","8430-f",1449255406362,60,"subSuperTrial","distr23","minivan","target",3,2,"car","vehicle","pretzels","distrClass3",4,3,NA,"snack","motorcycle","distrClass2",2,4,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"van","","1449255404693","van","False","False","False","minivan",NA,NA,"","","","",""
"566","8430-f",1449255414987,62,"subSuperTrial","distr33","catfish","target",4,3,"fish","animal","popcorn","distrClass3",3,4,NA,"snack","wardrobe","distrClass3",2,2,NA,"furniture","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"fish","","1449255413575","fish","False","False","False","catfish",NA,NA,"","","","",""
"570","8430-f",1449255433204,66,"subSuperTrial","distr22","pigeon","target",3,2,"bird","animal","blackStimulus",NA,5,5,NA,NA,"lobster","distrClass2",4,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,"rabbit","distrClass2",2,3,NA,"animal",1,1,0,"bird","","1449255431616","bird","False","False","False","pigeon",NA,NA,"","","","",""
"572","8430-f",1449255443283,68,"subSuperTrial","distr12","pug","target",4,3,"dog","animal","blackStimulus",NA,1,1,NA,NA,"lion","distrClass2",2,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,"greyhound","distrClass1",3,2,"dog","animal",2,2,0,"dog___pug","","1449255440333___1449255442000","dog","False","False","False","pug",NA,NA,"","","","",""
"573","8430-f",1449255448032,69,"subSuperTrial","distr12","eagle","target",3,3,"bird","animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"cow","distrClass2",2,2,NA,"animal","sparrow","distrClass1",4,4,"bird","animal",1,1,0,"eagle","","1449255446420","eagle","False","False","True","eagle",NA,NA,"","","","",""
"574","8430-f",1449255452154,70,"subSuperTrial","distr33","husky","target",2,3,"dog","animal","ivy","distrClass3",4,4,NA,"plant","blackStimulus",NA,1,1,NA,NA,"rosemary","distrClass3",3,2,NA,"plant","blackStimulus",NA,5,5,NA,NA,1,1,0,"dog","","1449255450936","dog","False","False","False","husky",NA,NA,"","","","",""
"575","8430-f",1449255456211,71,"subSuperTrial","distr22","parrot","target",2,4,"bird","animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"rhino","distrClass2",3,3,NA,"animal","snake","distrClass2",4,2,NA,"animal",1,1,0,"bird","","1449255454871","bird","False","False","False","parrot",NA,NA,"","","","",""
"580","4517-f",1449255186501,4,"subSuperTrial","distr12","rose","target",4,4,"flower","plant","blackStimulus",NA,5,5,NA,NA,"lily","distrClass1",2,2,"flower","plant","pottedPlant","distrClass2",3,3,NA,"plant","blackStimulus",NA,1,1,NA,NA,1,1,0,"red rose","","1449255184929","red rose","False","False","True","rose",NA,NA,"","","","",""
"581","4517-f",1449255192114,5,"subSuperTrial","distr33","hawaiiShirt","target",3,3,"shirt","clothing","firetruck","distrClass3",4,4,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"train","distrClass3",2,2,NA,"vehicle",1,1,0,"t-shirt","","1449255190801","t-shirt","False","False","False","hawaiiShirt",NA,NA,"","","","",""
"582","4517-f",1449255196121,6,"subSuperTrial","distr33","eagle","target",2,2,"bird","animal","popcorn","distrClass3",3,3,NA,"snack","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"dress","distrClass3",4,4,NA,"clothing",1,1,0,"eagle","","1449255194796","eagle","False","False","True","eagle",NA,NA,"","","","",""
"583","4517-f",1449255201753,7,"subSuperTrial","distr12","goldFish","target",2,3,"fish","animal","discusFish","distrClass1",3,4,"fish","animal","blackStimulus",NA,1,1,NA,NA,"bison","distrClass2",4,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,2,2,0,"im confused this is so easy___goldfish","","1449255199408___1449255200217","im confused this is so easy","False","False","False","goldFish",NA,NA,"","","","",""
"586","4517-f",1449255217177,10,"subSuperTrial","distr22","blackBear","target",3,3,"bear","animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"iguana","distrClass2",2,2,NA,"animal","pig","distrClass2",4,4,NA,"animal",1,1,0,"black bear","","1449255216384","black bear","False","False","False","blackBear",NA,NA,"","","","",""
"587","4517-f",1449255222467,11,"subSuperTrial","distr12","polarBear","target",3,4,"bear","animal","koalaBear","distrClass1",2,2,"bear","animal","cow","distrClass2",4,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"polar bear","","1449255220701","polar bear","False","False","False","polarBear",NA,NA,"","","","",""
"591","4517-f",1449255238863,15,"subSuperTrial","distr33","pigeon","target",3,4,"bird","animal","grasses","distrClass3",2,2,NA,"plant","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"rosemary","distrClass3",4,3,NA,"plant",1,1,0,"bird","","1449255237815","bird","False","False","False","pigeon",NA,NA,"","","","",""
"592","4517-f",1449255243016,16,"subSuperTrial","distr33","suv","target",2,4,"car","vehicle","elephant","distrClass3",4,2,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"lobster","distrClass3",3,3,NA,"animal",1,1,0,"white car","","1449255242291","white car","False","False","False","suv",NA,NA,"","","","",""
"595","4517-f",1449255255649,19,"subSuperTrial","distr23","germanShepherd","target",4,4,"dog","animal","blackStimulus",NA,5,5,NA,NA,"pig","distrClass2",3,2,NA,"animal","bed","distrClass3",2,3,NA,"furniture","blackStimulus",NA,1,1,NA,NA,1,1,0,"dog","","1449255254376","dog","False","False","False","germanShepherd",NA,NA,"","","","",""
"599","4517-f",1449255275274,23,"subSuperTrial","distr23","mnMs","target",2,4,"candy","snack","rhino","distrClass3",3,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,"pretzels","distrClass2",4,2,NA,"snack","blackStimulus",NA,1,1,NA,NA,1,1,0,"m&m","","1449255274001","m&m","False","False","False","mnMs",NA,NA,"","","","",""
"601","4517-f",1449255283396,25,"subSuperTrial","distr33","parrot","target",2,2,"bird","animal","blackStimulus",NA,1,1,NA,NA,"pottedPlant","distrClass3",4,3,NA,"plant","pottedPlant","distrClass3",3,4,NA,"plant","blackStimulus",NA,5,5,NA,NA,1,1,0,"bird","","1449255282781","bird","False","False","False","parrot",NA,NA,"","","","",""
"603","4517-f",1449255292220,27,"subSuperTrial","distr23","hummingBird","target",4,4,"bird","animal","blackStimulus",NA,1,1,NA,NA,"bookcase","distrClass3",3,3,NA,"furniture","blackStimulus",NA,5,5,NA,NA,"kitten","distrClass2",2,2,NA,"animal",1,1,0,"bird","","1449255290983","bird","False","False","False","hummingBird",NA,NA,"","","","",""
"604","4517-f",1449255295641,28,"subSuperTrial","distr22","daisy","target",2,4,"flower","plant","grasses","distrClass2",3,2,NA,"plant","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"pottedPlant","distrClass2",4,3,NA,"plant",1,1,0,"white","","1449255294752","white","False","False","False","daisy",NA,NA,"","","","",""
"605","4517-f",1449255299219,29,"subSuperTrial","distr23","pandaBear","target",2,4,"bear","animal","gloves","distrClass3",3,3,NA,"clothing","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"lobster","distrClass2",4,2,NA,"animal",1,1,0,"bear","","1449255298453","bear","False","False","False","pandaBear",NA,NA,"","","","",""
"607","4517-f",1449255307031,31,"subSuperTrial","distr22","grizzlyBear","target",4,2,"bear","animal","iguana","distrClass2",3,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"snake","distrClass2",2,3,NA,"animal",1,1,0,"bear","","1449255305968","bear","False","False","False","grizzlyBear",NA,NA,"","","","",""
"608","4517-f",1449255311699,32,"subSuperTrial","distr22","gummyBears","target",3,3,"candy","snack","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"pretzels","distrClass2",4,4,NA,"snack","chips","distrClass2",2,2,NA,"snack",1,1,0,"gummis","","1449255310344","gummis","False","False","False","gummyBears",NA,NA,"","","","",""
"609","4517-f",1449255315024,33,"subSuperTrial","distr22","pug","target",4,3,"dog","animal","blackStimulus",NA,1,1,NA,NA,"iguana","distrClass2",3,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,"sheep","distrClass2",2,2,NA,"animal",1,1,0,"dog","","1449255314404","dog","False","False","False","pug",NA,NA,"","","","",""
"610","4517-f",1449255318694,34,"subSuperTrial","distr23","bedsideTable","target",2,3,"table","furniture","horse","distrClass3",3,4,NA,"animal","bed","distrClass2",4,2,NA,"furniture","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"chest","","1449255317679","chest","False","False","False","bedsideTable",NA,NA,"","","","",""
"614","4517-f",1449255336233,38,"subSuperTrial","distr33","minivan","target",3,4,"car","vehicle","blackStimulus",NA,5,5,NA,NA,"sheep","distrClass3",4,2,NA,"animal","cow","distrClass3",2,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"van","","1449255335152","van","False","False","False","minivan",NA,NA,"","","","",""
"615","4517-f",1449255339477,39,"subSuperTrial","distr33","tulip","target",3,4,"flower","plant","blackStimulus",NA,1,1,NA,NA,"cookies","distrClass3",2,3,NA,"snack","bison","distrClass3",4,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"rose","","1449255338706","rose","False","False","False","tulip",NA,NA,"","","","",""
"616","4517-f",1449255347094,40,"subSuperTrial","distr12","poloShirt","target",2,4,"shirt","clothing","gloves","distrClass2",4,2,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"campShirt","distrClass1",3,3,"shirt","clothing",1,1,0,"light blue","","1449255344444","light blue","False","False","False","poloShirt",NA,NA,"","","","",""
"617","4517-f",1449255355002,41,"subSuperTrial","distr12","convertible","target",2,4,"car","vehicle","blackStimulus",NA,5,5,NA,NA,"sedan","distrClass1",4,2,"car","vehicle","ambulance","distrClass2",3,3,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,1,1,0,"top down car","","1449255352668","top down car","False","False","False","convertible",NA,NA,"","","","",""
"619","4517-f",1449255364827,43,"subSuperTrial","distr23","dressShirt","target",2,2,"shirt","clothing","bathrobe","distrClass2",4,4,NA,"clothing","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"pig","distrClass3",3,3,NA,"animal",1,1,0,"tshirt","","1449255362770","tshirt","False","False","False","dressShirt",NA,NA,"","","","",""
"620","4517-f",1449255369106,44,"subSuperTrial","distr22","dalmatian","target",3,2,"dog","animal","rabbit","distrClass2",4,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,"kitten","distrClass2",2,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"dog ","","1449255367866","dog ","False","False","False","dalmatian",NA,NA,"","","","",""
"626","4517-f",1449255406898,50,"subSuperTrial","distr22","picnicTable","target",2,4,"table","furniture","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"bed","distrClass2",3,3,NA,"furniture","wardrobe","distrClass2",4,2,NA,"furniture",1,1,0,"bench","","1449255405520","bench","False","False","False","picnicTable",NA,NA,"","","","",""
"627","4517-f",1449255412152,51,"subSuperTrial","distr22","catfish","target",4,4,"fish","animal","cow","distrClass2",3,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,"lobster","distrClass2",2,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"fish","","1449255410483","fish","False","False","False","catfish",NA,NA,"","","","",""
"628","4517-f",1449255415498,52,"subSuperTrial","distr33","husky","target",3,2,"dog","animal","blackStimulus",NA,5,5,NA,NA,"socks","distrClass3",4,4,NA,"clothing","blackStimulus",NA,1,1,NA,NA,"cookies","distrClass3",2,3,NA,"snack",1,1,0,"dog","","1449255414464","dog","False","False","False","husky",NA,NA,"","","","",""
"629","4517-f",1449255424299,53,"subSuperTrial","distr12","jellyBeans","target",2,3,"candy","snack","chips","distrClass2",4,4,NA,"snack","blackStimulus",NA,1,1,NA,NA,"candyCorn","distrClass1",3,2,"candy","snack","blackStimulus",NA,5,5,NA,NA,1,1,0,"jelly beans","","1449255422823","jelly beans","False","False","False","jellyBeans",NA,NA,"","","","",""
